student_id,age,gender,academic_level,study_hours,self_study_hours,online_classes_hours,social_media_hours,gaming_hours,sleep_hours,screen_time_hours,exercise_minutes,caffeine_intake_mg,part_time_job,upcoming_deadline,internet_quality,mental_health_score,focus_index,burnout_level,productivity_score,exam_score
1124,18,Male,High School,2.59,1.98,3.17,4.03,1.32,6.44,6.04,147,71,0,0,Average,1,6.17,31.29,7.3,17.852366943032898
1125,17,Female,High School,6.96,2.09,2.44,1.64,1.66,7.83,12.02,81,63,1,0,Average,5,30.13,0.61,43.74,57.70259427654453
1126,17,Other,High School,4.27,2.34,2.08,5.3,2.29,4.8,1.0,150,158,0,0,Average,7,26.96,18.02,21.56,35.87857715966835
1127,19,Other,High School,5.08,1.43,1.2,3.16,1.87,7.61,10.54,107,225,1,1,Average,10,6.23,20.86,25.53,27.012570205937415
1128,22,Female,High School,4.73,0.9,1.88,2.76,0.36,6.62,3.48,45,359,1,1,Average,7,6.14,10.3,24.31,53.70419898368547
1129,17,Male,High School,2.57,1.91,2.65,5.32,0.1,6.78,6.47,119,415,0,1,Good,7,6.23,22.42,3.84,17.892484621556566
1130,16,Other,High School,4.14,2.43,2.94,4.23,1.8,7.79,6.08,29,66,1,1,Good,7,10.3,29.69,19.54,31.104573415351698
1131,21,Male,High School,4.78,5.12,0.21,0.61,2.16,4.66,5.54,70,276,1,1,Good,9,16.49,15.3,42.16,59.13345814388874
1132,21,Male,High School,6.7,3.98,2.05,0.0,2.44,7.87,3.78,86,289,0,0,Good,6,20.76,0.0,33.79,57.67584915752876
1133,22,Other,High School,1.57,1.33,3.13,1.04,3.85,6.48,10.01,97,293,0,0,Average,8,4.11,22.91,1.45,23.401979138807167
1134,21,Male,High School,6.89,0.51,0.45,3.7,0.0,8.53,10.44,35,214,0,0,Average,4,15.52,0.45,30.19,48.83658732281359
1135,16,Other,High School,4.39,2.27,2.23,5.3,1.32,5.46,9.53,48,356,0,1,Good,7,19.21,31.3,20.48,31.960417223856645
1136,17,Other,High School,6.25,1.92,3.01,3.91,2.96,5.94,7.79,49,297,1,0,Good,2,14.46,32.99,13.63,40.46536507087456
1137,17,Female,High School,5.06,1.71,2.87,1.78,1.73,6.78,4.63,78,155,0,1,Good,4,21.01,3.78,25.54,34.354105375768924
1138,16,Female,High School,5.71,2.22,1.5,2.78,1.57,8.23,10.92,53,178,1,1,Average,8,9.06,3.76,36.74,47.03129178924846
1139,22,Other,High School,7.77,2.03,3.31,2.8,1.26,5.81,10.2,150,188,1,0,Average,6,30.76,30.98,44.47,55.14843541053758
1140,22,Other,High School,3.95,0.69,0.85,4.36,1.67,8.6,5.41,136,397,1,1,Average,4,6.37,0.0,29.43,43.099759293928855
1141,19,Female,High School,3.61,1.95,2.39,4.83,2.55,7.93,8.9,135,235,0,0,Good,7,0.0,36.94,19.55,31.880181866809306
1142,19,Other,High School,7.52,4.42,1.93,1.7,1.31,5.99,7.46,77,258,1,0,Good,7,29.86,9.65,45.43,59.09334046536506
1143,17,Other,High School,2.06,2.51,1.54,2.72,1.89,8.35,6.12,30,206,1,1,Average,6,2.11,15.41,13.19,7.488633324418294
1144,18,Female,High School,5.6,2.89,1.42,3.07,2.63,5.79,3.03,111,178,1,1,Good,8,15.62,17.14,31.19,48.64937148970313
1145,20,Female,High School,2.56,1.73,1.53,2.0,3.92,9.35,1.0,49,147,1,1,Good,6,6.03,0.0,18.79,22.238566461620753
1146,18,Male,High School,5.15,0.87,0.3,4.85,2.28,7.95,4.41,141,195,1,1,Poor,3,11.04,2.29,23.99,39.208344477132925
1147,21,Male,High School,1.09,1.44,4.27,2.43,2.82,5.58,11.76,123,273,1,0,Poor,1,4.4,35.18,11.97,1.337255950788981
1148,17,Other,High School,3.81,2.03,2.54,3.83,0.0,6.08,7.26,115,146,0,0,Good,2,5.73,30.31,12.67,18.45413212088794
1149,17,Other,High School,4.63,2.61,3.2,2.52,0.73,6.36,10.33,114,0,0,0,Average,6,19.62,33.42,18.61,43.91548542391014
1150,21,Other,High School,3.98,3.35,0.69,2.71,1.51,8.32,4.47,51,22,1,1,Good,10,8.77,0.0,31.38,37.48328430061514
1151,21,Female,High School,6.93,3.08,3.01,4.5,0.98,7.25,9.11,120,221,0,1,Good,1,21.32,31.3,32.16,41.97646429526611
1152,16,Other,High School,6.61,1.26,3.44,1.68,1.5,7.99,6.23,82,165,1,1,Good,8,27.67,0.0,39.53,47.365605776945706
1153,22,Other,High School,3.52,2.65,0.0,0.72,3.13,7.36,2.7,45,354,1,1,Average,4,6.01,0.0,18.56,31.144691093875366
1154,20,Female,High School,2.67,2.53,2.21,3.77,2.57,6.2,8.17,67,166,0,1,Good,1,3.91,23.77,8.7,24.96656860123028
1155,20,Female,High School,5.33,2.25,1.87,3.91,2.85,6.84,7.24,132,107,0,1,Average,2,11.21,16.01,17.97,41.963091735758226
1156,18,Other,High School,5.79,1.24,2.49,2.69,0.01,6.99,5.49,26,480,0,0,Average,7,25.9,6.59,38.53,38.88740304894356
1157,16,Female,High School,4.33,2.49,0.0,4.18,0.6,7.2,4.95,150,316,1,1,Good,4,9.94,5.58,16.3,26.51778550414549
1158,16,Male,High School,0.0,1.36,2.72,3.66,3.72,6.62,7.2,89,325,0,1,Good,1,1.01,32.46,1.0,1.337255950788981
1159,19,Other,High School,7.18,3.64,1.69,1.69,1.62,5.54,1.55,51,100,1,0,Average,9,25.92,0.0,43.95,73.84327360256752
1160,22,Other,High School,7.88,1.81,2.37,3.36,0.83,6.68,2.99,110,46,0,1,Good,1,26.72,0.0,29.09,51.858785771596686
1161,17,Male,High School,2.39,2.05,2.41,5.47,0.08,6.32,11.1,63,180,1,1,Good,9,6.36,13.63,27.55,27.40037443166622
1162,17,Female,High School,3.86,0.35,2.66,3.26,2.64,7.58,2.61,45,500,0,1,Average,7,16.06,11.88,29.1,50.57502005883926
1163,19,Female,High School,6.14,2.68,2.29,1.77,2.36,7.64,6.99,97,192,0,0,Poor,6,28.59,0.0,40.19,50.72211821342605
1164,18,Male,High School,3.89,1.11,1.8,5.06,0.0,8.13,4.7,109,350,0,0,Good,6,14.16,0.0,21.34,12.062048676116607
1165,22,Other,High School,3.3,1.58,3.11,3.61,1.06,6.54,6.29,65,121,0,0,Average,9,15.17,21.42,26.77,42.83230810377106
1166,16,Other,High School,6.29,0.93,0.09,1.98,1.32,5.51,4.73,150,459,1,1,Poor,3,27.8,0.67,25.99,37.830970847820275
1167,17,Other,High School,5.18,1.94,2.29,1.58,2.49,7.82,9.85,136,222,0,0,Poor,6,16.39,19.09,35.95,43.8352500668628
1168,20,Male,High School,4.09,2.19,2.91,1.89,0.0,8.93,3.0,150,129,1,0,Average,5,15.03,0.0,22.1,42.123562449852905
1169,17,Male,High School,7.58,2.87,1.87,2.88,1.8,7.94,8.26,51,369,1,1,Good,3,21.81,15.8,37.44,44.73121155389142
1170,24,Female,High School,3.54,0.66,0.0,3.97,1.16,6.22,9.47,133,119,1,0,Poor,3,15.97,10.14,15.42,23.963626638138543
1171,23,Male,High School,8.64,1.43,2.2,2.72,2.6,6.77,9.35,150,184,0,0,Poor,9,31.07,5.13,59.05,59.548007488633324
1172,19,Female,High School,2.5,1.18,1.91,4.8,3.06,5.61,9.57,78,0,0,0,Average,7,11.11,43.13,11.28,27.132923241508422
1173,23,Other,High School,4.59,2.62,1.28,1.69,2.0,9.64,11.22,27,114,1,0,Average,2,15.67,7.64,26.54,30.93073014174913
1174,19,Female,High School,2.95,0.76,3.14,2.05,2.29,6.77,1.0,63,301,1,0,Average,7,11.68,28.2,25.63,41.88285637871088
1175,18,Female,High School,3.79,2.51,2.23,2.14,2.78,7.86,6.9,112,216,1,0,Poor,5,18.17,8.94,22.56,23.388606579299275
1176,17,Male,High School,4.31,1.56,1.83,2.38,1.69,8.72,4.07,63,88,0,0,Average,2,20.33,0.0,24.64,31.612730676651513
1177,18,Female,High School,7.36,1.22,2.98,1.8,3.22,7.44,1.0,93,0,1,1,Average,10,21.88,0.0,41.83,59.64161540518855
1178,21,Male,High School,4.42,0.86,0.8,5.21,1.18,7.71,9.23,150,114,1,0,Poor,9,5.85,14.98,29.22,38.11179459748596
1179,16,Other,High School,8.8,2.43,1.63,3.52,2.5,6.32,6.24,0,182,0,0,Average,5,24.56,10.8,33.2,59.922439154854246
1180,22,Female,High School,7.8,1.32,3.71,0.99,2.46,6.18,10.52,70,147,0,0,Poor,5,28.18,31.1,44.55,58.31773201390747
1181,19,Male,High School,2.35,2.32,2.04,5.18,2.7,6.35,5.64,150,260,1,0,Good,1,0.0,24.44,1.0,18.1064455736828
1182,19,Male,High School,6.93,2.77,3.91,5.18,1.84,5.74,1.81,117,413,0,1,Good,9,22.61,38.06,34.58,48.863332441829364
1183,20,Female,High School,1.38,4.69,3.55,1.92,1.79,5.05,10.73,34,133,1,0,Average,8,14.74,31.41,6.9,9.85557635731479
1184,23,Female,High School,4.04,1.64,2.24,2.3,0.43,7.21,6.3,99,500,0,0,Average,1,7.95,0.0,15.19,24.08397967370955
1185,18,Male,High School,3.33,1.96,4.4,3.99,1.16,4.0,6.56,105,424,1,1,Average,10,1.71,40.82,28.65,44.37015244717839
1186,17,Female,High School,6.47,2.98,1.5,2.96,0.99,7.18,9.71,43,64,1,0,Good,5,14.76,22.12,30.91,38.16528483551752
1187,17,Male,High School,4.77,2.32,0.92,2.62,2.87,7.5,6.76,147,224,0,0,Poor,6,31.75,21.98,33.87,38.07167691896229
1188,18,Female,High School,4.6,1.75,2.29,1.17,2.07,5.52,8.75,140,223,0,1,Average,7,15.16,16.37,39.82,59.48114469109387
1189,21,Other,High School,4.08,0.2,1.67,3.27,1.28,5.76,8.8,150,156,0,0,Good,3,11.73,25.95,14.95,32.227868414014445
1190,17,Female,High School,6.06,2.64,4.26,3.32,1.64,7.8,5.67,55,179,0,0,Poor,4,20.11,15.51,41.47,42.604974592136934
1191,20,Other,High School,5.54,0.0,0.0,5.37,0.86,7.54,4.1,99,9,1,1,Average,3,11.33,0.0,31.84,43.032896496389405
1192,16,Female,High School,5.59,0.0,3.14,3.91,0.0,5.08,7.21,110,211,1,0,Poor,6,16.06,18.03,37.78,56.766515110992245
1193,18,Other,High School,7.36,2.63,2.06,4.26,1.79,5.46,9.3,107,433,0,0,Average,10,20.85,23.53,47.58,71.71703664081306
1194,18,Male,High School,4.31,1.71,3.27,2.95,0.54,6.48,7.34,64,144,0,1,Poor,5,22.12,15.17,10.08,26.183471516448247
1195,20,Female,High School,4.42,0.74,3.93,1.21,2.74,6.4,6.1,131,500,0,0,Poor,2,15.32,5.47,22.63,42.97940625835785
1196,21,Female,High School,8.62,1.54,2.49,4.72,0.94,7.84,4.75,83,443,0,0,Average,8,24.24,17.57,42.67,58.237496656860124
1197,22,Other,High School,3.21,3.38,2.58,1.23,0.82,8.23,7.27,42,25,0,1,Average,4,5.76,4.14,23.38,27.159668360524204
1198,21,Other,High School,3.37,2.05,2.03,4.63,1.97,5.09,6.49,142,103,1,0,Good,5,9.82,42.56,10.86,14.428991709013102
1199,22,Other,High School,0.33,3.76,2.04,3.67,2.8,5.9,7.25,112,42,1,1,Average,3,0.0,33.78,8.21,16.688954265846483
1200,18,Female,High School,5.41,4.0,1.83,1.52,2.5,6.03,6.29,78,0,1,1,Good,1,23.99,8.08,20.26,46.38940893286975
1201,21,Female,High School,5.35,0.01,2.61,0.0,2.18,8.85,2.44,107,198,1,1,Poor,10,8.0,0.0,42.95,52.74137469911741
1202,17,Male,High School,3.12,0.82,2.55,1.22,0.05,9.47,4.93,94,342,0,0,Good,9,3.15,0.0,24.1,43.07301417491308
1203,22,Other,High School,3.81,3.28,2.77,5.79,1.29,8.71,11.05,31,128,1,1,Poor,10,16.04,22.18,20.28,34.44771329232415
1204,17,Male,High School,3.32,2.46,2.3,1.18,1.03,9.01,8.24,142,234,0,1,Average,3,8.85,0.39,17.38,37.21583311045734
1205,22,Male,High School,3.88,3.07,1.16,0.95,1.97,5.45,6.14,133,0,1,0,Good,9,17.74,9.21,41.9,35.571008290986896
1206,22,Other,High School,5.39,2.4,2.96,0.24,0.88,8.85,3.45,42,265,1,1,Average,7,32.0,0.0,33.01,38.24552019256486
1207,16,Female,High School,4.89,2.83,2.25,2.09,1.28,6.47,1.0,110,162,0,1,Good,7,9.88,0.0,27.6,39.56940358384595
1208,16,Other,High School,6.08,1.82,2.2,3.07,0.4,7.65,9.73,100,116,1,0,Poor,1,15.56,12.81,30.12,29.473121155389144
1209,18,Female,High School,5.23,1.83,0.0,4.49,2.58,6.6,5.12,0,307,0,0,Average,6,17.22,0.3,26.84,32.46857448515646
1210,18,Female,High School,2.82,1.94,2.43,4.17,2.68,7.05,5.44,75,152,1,1,Average,2,3.53,19.33,8.25,11.781224926450923
1211,23,Female,High School,4.69,0.87,1.93,3.26,2.1,9.51,8.02,142,331,1,0,Good,6,5.86,14.91,28.65,34.75528216100561
1212,24,Male,High School,3.37,4.07,0.46,4.09,1.64,6.59,3.36,92,65,0,1,Good,7,16.88,1.48,20.8,19.684407595613802
1213,18,Male,High School,2.8,0.0,2.18,2.75,3.45,5.91,8.49,150,322,1,0,Average,4,8.2,4.84,14.24,23.388606579299275
1214,22,Female,High School,1.59,2.59,2.32,2.76,2.17,8.07,3.66,113,183,1,0,Average,8,4.47,2.44,15.92,29.232415084247126
1215,22,Male,High School,4.85,1.91,1.74,3.52,3.3,7.32,10.59,62,148,0,1,Good,2,17.13,30.91,17.44,24.498529018454132
1216,24,Male,High School,9.59,0.77,1.55,3.87,1.27,6.61,7.32,133,44,0,0,Poor,5,29.66,9.09,46.19,58.67879112062049
1217,16,Male,High School,4.08,2.43,3.09,1.72,1.41,7.71,1.0,104,203,0,1,Good,5,19.87,0.0,21.6,22.760096282428457
1218,17,Female,High School,3.38,2.74,4.64,4.56,1.09,6.87,4.9,0,285,0,0,Good,7,14.93,35.8,19.05,32.37496656860123
1219,20,Male,High School,6.02,1.77,2.54,0.0,2.89,5.54,5.82,129,165,1,1,Poor,8,28.81,13.98,35.74,51.31051083177319
1220,22,Male,High School,8.04,3.19,2.11,3.07,2.78,7.96,2.43,16,500,0,1,Good,6,28.67,8.98,49.3,60.738165284835524
1221,16,Other,High School,5.99,2.19,1.72,2.81,2.19,7.83,8.39,83,0,1,0,Poor,9,19.17,10.07,39.93,48.315057502005885
1222,18,Male,High School,3.82,3.22,3.08,8.0,0.53,5.64,3.48,108,331,1,0,Poor,2,6.83,36.72,5.15,12.423107782829632
1223,16,Male,High School,8.7,2.55,2.98,2.33,1.26,8.67,5.61,75,101,0,1,Average,7,29.89,1.37,57.56,70.08558438085049
1224,18,Other,High School,2.36,1.48,0.59,4.04,1.2,5.27,7.78,79,354,0,0,Average,3,3.42,28.62,2.28,11.914950521529821
1225,19,Other,High School,6.75,1.82,2.74,5.59,3.59,8.49,6.79,69,500,1,1,Average,6,16.31,29.37,33.49,54.3327092805563
1226,23,Female,High School,4.71,0.74,1.46,4.88,1.91,5.17,7.29,58,82,1,0,Poor,8,16.29,12.91,29.62,39.83685477400375
1227,19,Male,High School,4.09,2.57,1.6,1.68,3.13,7.63,4.03,12,184,0,1,Good,5,15.04,18.7,28.04,42.417758759026476
1228,19,Other,High School,1.21,1.78,4.4,1.58,2.29,8.26,4.73,126,155,0,0,Poor,5,5.91,24.82,11.92,23.92350895961487
1229,24,Male,High School,4.14,0.76,1.54,1.73,0.15,7.23,2.8,73,273,1,1,Poor,4,15.55,0.0,26.41,30.649906392083448
1230,18,Male,High School,6.99,3.51,2.18,2.41,1.21,5.51,5.95,79,131,0,0,Poor,8,21.49,23.03,40.11,51.96576624765981
1231,20,Female,High School,2.7,0.54,3.36,5.16,0.62,6.55,5.02,97,430,1,1,Good,2,10.9,30.74,2.06,19.79138807167692
1232,18,Female,High School,1.43,2.37,4.32,3.43,3.09,6.86,9.6,80,349,0,1,Poor,6,0.0,32.15,3.9,7.488633324418294
1233,17,Other,High School,3.64,0.99,2.65,1.99,0.77,5.18,7.59,84,60,0,0,Poor,4,8.89,19.0,22.08,47.05803690826424
1234,18,Female,High School,2.79,0.14,4.4,3.15,1.35,5.9,10.73,60,363,0,0,Good,1,3.84,32.24,6.9,17.59828831238299
1235,18,Male,High School,3.05,3.53,4.05,1.97,4.09,8.07,11.28,92,20,1,1,Good,10,4.78,28.74,28.16,29.794062583578494
1236,17,Female,High School,2.75,0.61,0.15,5.36,2.52,7.32,9.12,113,339,1,0,Good,4,0.0,5.09,15.64,24.48515645894624
1237,16,Male,High School,3.5,0.95,1.48,4.22,0.54,8.28,10.08,21,0,1,1,Average,10,13.73,11.21,19.36,40.612463225461354
1238,17,Male,High School,3.87,0.13,0.52,1.97,1.69,6.42,4.13,142,219,1,0,Good,4,14.72,0.0,17.85,25.76892217170366
1239,16,Other,High School,1.94,1.06,2.68,2.52,3.7,6.89,7.72,20,108,1,1,Poor,5,5.08,28.85,8.53,10.256753142551483
1240,18,Other,High School,7.21,1.17,1.42,5.15,0.97,6.23,5.07,105,226,0,1,Poor,2,12.42,0.0,29.93,32.46857448515646
1241,18,Female,High School,5.24,1.57,1.54,3.35,1.07,6.19,10.67,150,500,0,1,Average,10,15.42,24.46,30.49,43.888740304894355
1242,19,Other,High School,3.44,4.42,3.25,0.99,1.87,5.87,6.77,150,0,1,0,Poor,3,17.45,18.31,16.43,21.944370152447178
1243,22,Female,High School,6.23,1.19,2.69,2.53,1.99,9.51,3.63,0,99,1,1,Poor,7,17.69,1.59,40.2,55.22867076758491
1244,22,Female,High School,3.42,1.81,1.01,1.68,1.99,8.55,9.77,130,481,0,0,Poor,9,8.68,0.0,19.7,39.368815191227604
1245,18,Male,High School,8.21,2.59,3.96,4.7,0.76,5.78,7.61,138,417,1,1,Good,7,23.71,25.15,48.29,66.00695373094409
1246,21,Female,High School,3.03,0.25,1.43,4.84,1.59,8.36,11.59,131,364,0,0,Average,10,5.52,17.17,25.87,35.49077293393955
1247,19,Other,High School,4.94,3.31,1.9,3.06,0.75,5.96,8.87,45,239,1,0,Poor,3,23.76,5.07,31.48,49.291254346081836
1248,23,Female,High School,5.63,2.73,1.76,5.44,2.65,7.75,5.13,72,181,1,0,Good,8,13.61,15.18,25.02,47.873763038245514
1249,25,Other,High School,6.67,3.8,1.99,2.28,1.67,7.17,7.59,97,29,1,0,Good,1,24.75,5.33,37.0,43.35383792457876
1250,23,Male,High School,2.71,1.25,2.76,0.8,0.29,7.84,11.9,103,229,1,1,Average,8,9.65,0.04,33.87,32.76277079433003
1251,16,Other,High School,2.13,2.35,3.1,5.44,1.21,5.7,6.73,93,206,1,1,Poor,8,0.58,30.32,17.76,21.85076223589195
1252,23,Other,High School,3.61,0.68,1.25,4.09,1.31,6.38,9.0,146,214,1,1,Average,3,7.17,23.87,11.9,20.593741642150306
1253,20,Male,High School,3.58,3.37,1.86,0.0,0.95,7.4,9.12,28,273,0,0,Poor,8,27.11,13.85,26.59,31.07782829633592
1254,21,Male,High School,3.52,2.62,2.58,6.25,0.0,6.02,7.34,59,278,1,0,Poor,9,8.88,37.65,22.47,24.65899973254881
1255,19,Male,High School,4.44,2.46,2.31,1.1,0.96,4.79,6.45,150,307,0,0,Average,6,28.82,14.46,29.54,33.67210484086654
1256,22,Male,High School,4.29,2.75,1.78,3.61,1.98,7.42,5.41,125,347,1,0,Good,10,20.15,12.4,30.39,41.26771864134795
1257,24,Male,High School,3.66,4.0,2.02,2.59,0.0,6.82,3.06,118,0,1,0,Good,4,16.67,14.96,20.16,8.317732013907461
1258,19,Male,High School,5.48,2.92,3.19,3.1,1.13,6.54,5.83,135,263,0,1,Good,10,26.13,14.88,37.58,60.16314522599626
1259,16,Other,High School,3.66,1.16,0.99,0.0,0.78,6.79,6.17,61,0,0,1,Poor,8,20.98,0.74,31.04,40.74618882054025
1260,16,Other,High School,4.87,2.04,2.06,4.38,0.0,7.28,6.66,42,306,0,0,Good,6,16.04,5.4,20.1,43.621289114736555
1261,19,Female,High School,6.08,2.03,0.9,3.35,2.64,7.82,4.48,58,0,0,1,Poor,6,8.93,7.18,32.23,33.51163412677186
1262,22,Female,High School,3.44,0.0,1.65,5.99,2.51,8.18,13.8,98,447,1,1,Good,3,0.0,17.18,8.26,16.36801283765713
1263,21,Male,High School,6.61,1.94,2.66,5.85,1.54,9.35,3.01,81,442,1,0,Poor,3,9.96,15.61,24.8,16.08718908799144
1264,17,Female,High School,8.3,3.03,2.21,2.1,1.25,6.98,4.3,104,500,1,0,Good,5,28.81,0.0,48.96,67.94597485958813
1265,17,Female,High School,2.04,2.1,1.27,2.81,0.71,6.58,6.93,8,295,1,0,Poor,9,0.72,17.33,10.15,31.184808772399037
1266,20,Other,High School,5.27,2.96,0.47,1.55,4.25,6.13,7.07,36,148,0,1,Poor,3,14.27,0.14,37.04,35.00936079165552
1267,16,Other,High School,3.78,2.62,1.37,2.9,2.83,6.19,5.33,68,271,1,0,Average,8,13.24,21.39,22.2,21.67691896228938
1268,16,Female,High School,2.13,2.12,1.65,1.34,1.5,4.0,2.94,29,446,1,1,Average,8,13.14,21.4,17.43,31.67959347419096
1269,18,Male,High School,3.05,3.31,1.53,6.22,0.81,5.76,3.79,76,92,1,1,Good,8,16.16,20.3,13.9,27.908531692966033
1270,17,Other,High School,2.17,1.39,3.08,4.32,0.49,6.66,7.43,65,171,1,0,Average,1,10.5,14.09,7.59,18.480877239903716
1271,22,Other,High School,2.47,2.05,1.58,5.71,1.07,7.7,7.59,31,214,1,1,Good,7,5.71,4.04,12.03,17.277346884193634
1272,17,Other,High School,6.07,2.1,2.1,3.48,1.76,6.01,6.39,52,185,0,0,Good,3,20.15,12.85,21.76,42.40438619951859
1273,17,Other,High School,3.59,0.22,4.15,0.48,0.88,5.57,8.57,150,500,0,0,Average,8,13.6,19.93,21.86,30.649906392083448
1274,21,Female,High School,4.95,2.84,0.59,1.8,0.63,9.4,1.76,41,57,0,0,Average,9,15.24,0.0,36.01,54.31933672104841
1275,18,Other,High School,5.08,1.29,1.87,0.9,2.38,5.42,8.21,128,167,0,1,Poor,5,14.75,16.84,29.69,36.547205135062846
1276,18,Male,High School,5.25,2.21,2.04,5.53,2.13,5.52,6.98,7,191,1,0,Poor,4,16.67,2.47,25.8,43.01952393688152
1277,19,Female,High School,9.12,1.03,2.88,3.52,0.0,9.89,7.38,143,500,1,0,Good,7,27.76,14.25,48.52,73.36186146028349
1278,16,Male,High School,6.83,2.86,2.61,3.75,0.0,8.57,9.4,108,126,0,1,Poor,4,28.8,21.61,31.66,30.008023535704737
1279,20,Female,High School,3.72,1.42,0.19,2.26,2.16,7.36,3.9,51,110,0,0,Average,7,2.14,0.0,23.25,18.989034501203527
1280,23,Other,High School,1.6,3.02,3.13,6.23,2.43,8.24,7.34,89,30,0,0,Average,1,0.0,34.98,1.0,14.174913078363199
1281,17,Female,High School,4.95,2.54,1.63,2.95,0.69,8.16,6.92,145,0,0,0,Average,1,16.09,0.0,26.78,28.764375501470983
1282,23,Female,High School,2.25,0.78,5.0,3.71,1.94,7.49,8.4,19,106,0,0,Good,6,11.66,24.65,6.58,19.216368012837655
1283,17,Male,High School,5.6,2.81,1.0,3.8,2.49,6.47,3.7,85,291,0,1,Poor,6,18.42,6.12,30.21,35.530890612463224
1284,20,Other,High School,5.29,2.11,2.33,2.98,1.63,7.18,4.3,100,235,1,1,Average,1,15.66,6.91,22.43,20.23268253543728
1285,20,Male,High School,5.02,1.77,2.72,4.03,1.25,5.17,5.26,117,274,0,0,Good,7,20.69,19.89,25.74,34.47445841133993
1286,23,Male,High School,6.1,2.83,4.36,2.79,2.85,8.31,5.16,130,46,1,1,Good,10,18.93,16.32,41.06,64.38887403048943
1287,18,Male,High School,5.83,2.59,1.5,2.57,1.66,6.43,11.75,150,500,0,1,Good,5,19.68,20.05,40.93,45.97485958812517
1288,24,Other,High School,3.07,2.19,1.77,3.11,0.94,7.98,7.66,45,175,0,0,Good,2,3.16,20.64,11.67,24.51190157796202
1289,19,Male,High School,3.77,1.42,2.2,5.52,2.01,6.66,2.91,121,170,1,0,Average,3,22.11,6.88,22.75,22.826959079967907
1290,24,Other,High School,3.54,3.3,2.05,4.27,2.03,8.24,4.18,100,216,0,0,Good,8,9.8,3.6,20.35,31.973789783364538
1291,22,Female,High School,6.43,3.19,0.87,2.23,3.63,7.61,6.3,144,293,1,0,Average,4,29.87,2.52,37.07,57.381652848355166
1292,19,Other,High School,6.01,1.64,2.76,6.0,0.99,6.1,6.32,77,66,1,0,Good,2,14.42,32.93,25.17,32.909868948916824
1293,21,Female,High School,6.38,3.34,0.72,4.78,1.53,8.67,4.18,76,182,0,0,Good,1,11.57,11.08,22.32,31.73308371222252
1294,16,Female,High School,1.55,2.15,2.7,4.83,1.57,6.58,5.51,30,196,0,0,Average,7,3.67,16.24,10.35,8.331104573415352
1295,21,Male,High School,4.75,1.07,0.0,1.8,1.35,6.95,4.6,58,134,0,0,Good,7,16.21,0.0,26.67,58.54506552554158
1296,17,Other,High School,2.03,2.82,2.48,1.64,2.3,9.07,10.36,150,272,1,0,Good,9,4.31,2.95,23.43,23.522332174378175
1297,21,Male,High School,5.88,1.45,0.84,3.23,0.0,6.64,6.76,10,0,1,1,Average,10,21.02,11.72,40.07,66.19416956405456
1298,17,Other,High School,4.28,1.67,2.26,3.14,2.49,6.44,2.78,136,326,1,0,Good,7,11.99,4.88,25.89,49.157528751002936
1299,16,Other,High School,6.03,1.65,3.07,3.37,3.26,7.61,3.5,95,74,0,1,Good,3,15.23,16.14,31.6,31.53249531960417
1300,19,Male,High School,4.05,1.84,2.27,3.68,1.54,9.12,6.13,145,253,0,1,Average,6,15.92,10.56,19.11,33.60524204332709
1301,19,Other,High School,6.83,2.21,1.56,3.24,0.58,6.62,5.44,56,34,1,0,Poor,3,20.04,8.82,35.03,48.07435143086387
1302,20,Other,High School,5.87,2.54,2.94,3.32,1.4,6.43,7.17,115,499,0,0,Good,6,21.37,33.4,28.28,41.561914950521526
1303,22,Female,High School,2.32,3.91,2.61,1.69,1.39,6.99,4.84,145,221,0,1,Average,4,4.35,1.86,9.96,11.460283498261568
1304,21,Male,High School,4.1,1.44,0.0,4.04,1.23,6.14,6.18,139,325,1,0,Average,5,12.49,8.5,23.75,34.782027280021396
1305,20,Other,High School,0.0,1.12,2.35,1.85,2.3,8.14,7.4,19,261,0,1,Good,1,0.0,7.97,1.0,24.48515645894624
1306,17,Other,High School,3.62,1.04,0.96,4.93,1.83,4.0,8.49,109,244,1,0,Average,1,9.15,21.03,4.99,26.55790318266916
1307,17,Female,High School,4.59,1.41,0.0,1.78,0.27,6.31,6.14,112,393,1,0,Good,1,19.51,0.0,25.78,32.37496656860123
1308,17,Female,High School,1.79,2.25,2.64,3.38,0.82,7.92,1.9,127,126,1,1,Poor,6,3.28,10.11,20.21,16.568601230275476
1309,19,Other,High School,4.59,2.61,1.41,0.34,1.24,9.06,7.3,38,143,1,0,Good,7,15.82,0.0,38.4,46.38940893286975
1310,19,Other,High School,4.26,3.23,1.36,3.21,0.8,7.35,4.82,28,0,0,1,Poor,3,18.14,0.0,21.61,21.021663546402785
1311,17,Other,High School,3.45,2.96,1.43,4.9,0.35,7.58,10.99,129,199,1,1,Poor,5,8.05,21.12,10.73,32.00053490238031
1312,21,Other,High School,6.1,1.47,3.25,2.57,1.72,7.52,5.26,139,270,1,1,Poor,4,18.22,4.67,31.54,43.42070072211821
1313,23,Male,High School,8.07,1.28,2.75,2.0,1.63,5.65,5.7,120,68,1,0,Poor,8,21.78,10.78,47.3,62.31612730676651
1314,19,Male,High School,5.27,1.69,3.53,2.19,1.75,7.84,2.86,51,381,0,1,Poor,7,8.66,0.0,39.21,43.08638673442097
